0.000874786,2.68041,
0.00203259,6.23711,
0.00280446,10.4124,
0.00357633,13.0412,
0.00427101,15.6701,
0.00496569,18.7629,
0.00558319,22.1649,
0.00635506,25.1031,
0.00735849,27.8866,
0.00782161,30.3608,
0.00913379,33.9175,
0.00967410,36.5464,
0.0104460,40.2577,
0.0109863,42.5773,
0.0119897,45.8247,
0.0129160,48.6082,
0.0138422,51.5464,
0.0151544,55.4124,
0.0159262,58.3505,
0.0170840,60.5155,
0.0179331,63.7629,
0.0191681,66.2371,
0.0202487,67.9381,
0.0216381,71.4948,
0.0231046,72.8866,
0.0244168,73.9691,
0.0259605,74.5876,
0.0277358,73.8144,
0.0290480,73.0412,
0.0305918,72.7320,
0.0321355,72.2680,
0.0338079,71.7526,
0.0353516,71.2371,
0.0365866,71.0309,
0.0379760,70.8247,
0.0392110,70.6186,
0.0404974,70.4124,
0.0419382,70.3093,
0.0430189,70.3093,
0.0442024,69.6907,
0.0454888,69.7938,
0.0472384,69.8969,
0.0490909,70,
0.0509434,69.7938,
0.0528988,69.6907,
0.0548027,69.5876,
0.0568096,69.8969,
0.0587650,69.6907,
