0.000874786,3.76289,
0.00172384,6.85567,
0.00288165,9.63918,
0.00380789,13.3505,
0.00450257,16.4433,
0.00535163,18.7629,
0.00589194,21.8557,
0.00658662,23.8660,
0.00720412,27.1134,
0.00782161,29.2784,
0.00905660,33.2990,
0.00951973,35.1546,
0.0100600,37.0103,
0.0105232,38.8660,
0.0112950,41.6495,
0.0120669,44.5876,
0.0126072,46.2887,
0.0132247,48.6082,
0.0139966,51.5464,
0.0143053,53.7113,
0.0150000,54.6392,
0.0159262,57.8866,
0.0170069,61.7526,
0.0180103,63.9175,
0.0191681,65.9278,
0.0203259,68.5567,
0.0214837,71.8041,
0.0226415,73.8144,
0.0239537,74.7423,
0.0256518,77.0619,
0.0271955,78.6082,
0.0293568,78.4536,
0.0312864,77.6804,
0.0325214,77.8351,
0.0338336,77.8351,
0.0346055,77.8351,
0.0363036,77.6804,
0.0378473,76.7526,
0.0389280,76.9072,
0.0401630,76.1340,
0.0416295,75.6701,
0.0430189,76.1340,
0.0441767,75.5155,
0.0455660,75.8247,
0.0470326,75.6701,
0.0487307,75.2062,
0.0495026,75.5155,
0.0510463,75.5155,
0.0524357,75.2062,
0.0539794,75.2062,
0.0552144,74.8969,
0.0564494,74.7423,
0.0577616,74.7423,
0.0593053,74.7423,
