0.000334477,1.13402,
0.000874786,3.76289,
0.00180103,6.85567,
0.00249571,9.32990,
0.00319039,12.2680,
0.00419383,15.6701,
0.00481132,19.5361,
0.00589194,22.9381,
0.00658662,26.4948,
0.00782161,30.0515,
0.00882504,32.9897,
0.00967410,36.5464,
0.0104460,40.1031,
0.0116038,43.5052,
0.0124528,47.0619,
0.0133791,50.1546,
0.0142281,53.7113,
0.0153087,57.1134,
0.0160806,60.5155,
0.0172384,64.0722,
0.0181647,67.3196,
0.0193997,70.4124,
0.0204031,73.8144,
0.0216381,77.3711,
0.0228731,80,
0.0240309,83.2474,
0.0250343,86.1856,
0.0264237,89.1237,
0.0277358,92.2165,
0.0289708,94.8454,
0.0302058,97.1649,
0.0316724,99.7938,
0.0331389,101.959,
0.0345283,104.588,
0.0361492,106.443,
0.0376158,108.144,
0.0396226,110,
0.0414751,111.082,
0.0427101,112.010,
0.0440995,112.629,
0.0454888,113.093,
0.0468010,113.557,
0.0484991,113.711,
0.0499657,114.021,
0.0518182,114.021,
0.0534391,114.175,
0.0551372,114.175,
0.0569125,113.866,
0.0587650,113.866,
