0.00298456,9.89691,
0.00195540,6.70103,
0.000977702,3.60825,
0.00406518,13.4021,
0.00473413,15.8763,
0.00560892,18.6598,
0.00638079,21.1340,
0.00761578,24.4330,
0.00833619,27.6289,
0.00926244,30.3093,
0.0100343,33.0928,
0.0111149,37.1134,
0.0121955,39.0722,
0.0130189,42.4742,
0.0138937,44.9485,
0.0147170,46.5979,
0.0154374,48.9691,
0.0164666,50.6186,
0.0177015,53.6082,
0.0189365,56.0825,
0.0202230,58.6598,
0.0216638,60.9278,
0.0231561,62.8866,
0.0257804,64.6392,
0.0275300,64.9485,
0.0293825,64.6392,
0.0312864,64.1237,
0.0331389,63.5052,
0.0348885,63.0928,
0.0364837,62.6804,
0.0381818,62.4742,
0.0400858,62.1649,
0.0416810,61.9588,
0.0436364,61.6495,
0.0453859,61.6495,
0.0472899,61.4433,
0.0490909,61.4433,
0.0510978,61.0309,
0.0529503,61.1340,
0.0550086,61.1340,
0.0568096,61.1340,
0.0587650,60.9278,
