0.000514580,0.309278,
0.00159520,2.06186,
0.00262436,3.81443,
0.00457976,8.35052,
0.00576329,10.7216,
0.00704974,12.5773,
0.00833619,14.1237,
0.00993139,15.9794,
0.0113722,17.7320,
0.0129160,19.5876,
0.0145626,21.0309,
0.0163122,22.3711,
0.0180617,23.8144,
0.0193997,24.3299,
0.0204803,25.5670,
0.0219726,26.0825,
0.0234648,26.5979,
0.0246484,27.3196,
0.0261407,27.7320,
0.0275815,28.4536,
0.0290223,28.9691,
0.0307719,29.0722,
0.0322127,29.7938,
0.0339623,29.8969,
0.0356089,30.5155,
0.0371527,30.7216,
0.0386964,31.0309,
0.0402401,31.1340,
0.0418868,31.1340,
0.0436364,31.2371,
0.0451286,31.2371,
0.0466209,31.1340,
0.0483190,31.1340,
0.0499142,31.3402,
0.0513036,31.3402,
0.0530017,31.2371,
0.0545455,31.0309,
0.0560377,31.0309,
0.0575815,31.2371,
0.0593310,31.2371,
