0.0592796,38.7629,
0.0571698,38.5567,
0.0551630,38.6598,
0.0528988,38.7629,
0.0509434,38.7629,
0.0486792,38.7629,
0.0462607,38.7629,
0.0441509,38.7629,
0.0419382,38.8660,
0.0394168,38.4536,
0.0379760,38.7629,
0.0369983,38.4536,
0.0346312,38.3505,
0.0333448,38.2474,
0.0322127,38.1443,
0.0309262,37.9381,
0.0286106,37.7320,
0.0263979,37.2165,
0.0241852,36.8041,
0.0222813,36.4948,
0.0205317,35.8763,
0.0187822,35.2577,
0.0175472,33.8144,
0.0157461,32.0619,
0.0141509,29.8969,
0.0126072,27.3196,
0.0113208,24.9485,
0.00993139,22.5773,
0.00885077,20,
0.00761578,17.5258,
0.00668954,14.9485,
0.00540309,12.5773,
0.00421955,9.69072,
0.00324185,7.73196,
0.00185249,4.53608,
0.000720412,1.44330,
