0.000566038,1.75258,
0.000720412,4.07217,
0.00180103,6.85567,
0.00265009,9.48454,
0.00326758,11.9588,
0.00434820,15.8247,
0.00527444,18.6082,
0.00620069,21.7010,
0.00681818,24.6392,
0.00743568,27.2680,
0.00836192,30.5155,
0.00905660,33.2990,
0.00967410,36.3918,
0.0106775,39.1753,
0.0112950,41.6495,
0.0116038,43.6598,
0.0125300,46.4433,
0.0134563,49.2268,
0.0139966,52.6289,
0.0152316,56.3402,
0.0160034,59.7423,
0.0169297,62.8351,
0.0177787,66.2371,
0.0185506,68.7113,
0.0195540,72.1134,
0.0205575,74.7423,
0.0217925,77.3711,
0.0228731,80.6186,
0.0238765,83.0928,
0.0249571,86.0309,
0.0265009,88.6598,
0.0275815,90.8247,
0.0288937,92.2165,
0.0305918,92.9897,
0.0315952,94.3814,
0.0329846,94.5361,
0.0346055,94.5361,
0.0361492,94.5361,
0.0375386,93.7629,
0.0391595,93.2990,
0.0404717,93.2990,
0.0417067,92.6804,
0.0431732,92.6804,
0.0447942,92.0619,
0.0461063,92.0619,
0.0474185,92.0619,
0.0487307,91.9072,
0.0500429,91.9072,
0.0514322,91.9072,
0.0529760,91.5979,
0.0541338,92.0619,
0.0556003,91.9072,
0.0568353,91.9072,
0.0583019,91.9072,
0.0594597,91.9072,
